GRBa	GRB X-ray position	Error	Instrument	IPNb	XAb	OTb	RAb	IAUC	zc
040709	20h53m53s -28° 13'	95'	HETE	 	 	 	 	 	 
040701X	20h47m46s -40° 14'	8'	HETE	 	y	 	 	 	 
040624	13h00m10s -03° 35'	3'	INTEGRAL	 	 	 	 	 	 
040511	14h47m50s -44° 15'	1.3'	HETE	 	 	y	 	 	 
040425	15h31m36s -39° 43'	3'x420'	HETE	y	 	 	 	 	 
040423	15h06m44s -24° 48'	3'x660'	HETE	 	 	 	 	 	 
040422	18h42m00s +01° 59'	2.5'	INTEGRAL	 	 	y	 	 	 
040403	07h40m55s +68° 13'	2.7'	INTEGRAL	 	 	 	 	 	 
040323	13h53m53s -52° 21'	2.0'	INTEGRAL	 	 	 	 	 	 
040319	10h10m41s -23° 47'	20'x870'	HETE	 	 	 	 	 	 
040228B	10h12m12s -07° 20'	22'x56'	HETE	 	 	 	 	 	 
040223	16h39m34s -41° 56'	2.5'	INTEGRAL	 	y	 	 	 	 
040106	11h52m15s -46° 46'	3'	INTEGRAL	 	y	y	 	 	 
031220	04h39m34s +07° 22'	11'	HETE	 	y	y	 	 	 
031203	08h02m30s -39° 51'	2.5'	INTEGRAL	 	y	y	y	8250, 8308	0.105
031111BX	03h59m05s +34° 36'	15'	HETE	 	 	 	 	 	 
031111	04h49m44s +17° 28'	120'	HETE	y	 	 	 	 	 
031109BX	00h17m03s -07° 09'	20'	HETE	y	 	 	 	 	 
031026	03h18m42s +28° 22'	15'	HETE	 	 	 	 	 	 
030913	20h58m02s -02° 12'	30'	HETE	 	 	 	 	 	 
030824X	00h05m02s +19° 55'	11'	HETE	 	 	 	 	 	 
030823X	21h30m47s +21° 59'	6'	HETE	 	 	 	 	 	 
030821	21h42m33s -45° 12'	120'x10'	HETE	y	 	 	 	 	 
030725	20h33m47s -50° 46'	28'	HETE	y	 	y	 	 	 
030723X	21h49m30s -27° 42'	2'	HETE	 	y	y	 	 	 
030528X	17h04m02s -22° 39'	2'	HETE	 	y	y	 	 	0.782
030519B	16h04m36s -33° 28'	17'*2'	HETE	y	 	 	 	 	 
030509	05h26m24s +07° 09'	70'*4'	IPN	y	 	 	 	 	 
030501B	18h54m19s +23° 52'	80'*5'	IPN	y	 	 	 	 	 
030501	19h05m30s +06° 18'	3'	INTEGRAL	 	 	 	 	 	 
030429X	12h13m06s -20° 56'	2'	HETE	 	 	y	 	 	2.65
030418	10h54m53s -06° 59'	14'	HETE	 	 	y	 	 	 
030416X	11h06m51s -02° 53'	7'	HETE	 	 	 	 	 	 
030414	07h59m33s -48° 35'	35'*4'	IPN	y	 	 	 	 	 
030413	13h14m25s +62° 21'	100'*3'	IPN	y	 	 	 	 	 
030329	10h44m50s +21° 31'	2'	HETE	 	y	y	y	8101	0.168
030328	12h10m46s -09° 22'	2'	HETE	 	y	y	 	 	1.52
030326	19h31m52s -11° 43'	65'*3'	IPN	y	 	 	 	 	 
030325	04h43m07s -19° 06'	60'*4'	IPN	y	 	 	 	 	 
030324	13h37m11s -00° 19'	7'	HETE	 	 	y	 	 	 
030323	11h06m06s -21° 54'	12'	HETE	 	 	y	 	 	3.372
030320	17h51m31s -25° 18'	5'	INTEGRAL	y	 	 	 	 	 
030306	21h53m27s -10° 52'	6'*7'	IPN	y	 	 	 	 	 
030227	04h57m18s +20° 29'	5'	INTEGRAL	 	y	y	 	8087	 
030226	11h33m05s +25° 54'	2'	HETE	 	y	y	 	 	1.98
030204	00h03m21s +32° 44'	7'*10'	IPN	y	 	 	 	 	 
030131	13h27m08s +30° 46'	10'	INTEGRAL	y	 	y	 	 	 
030115C	12h56m36s -48° 28'	30'*22'	IPN	y	 	 	 	 	 
030115B	21h38m58s -80° 14'	9'*6'	IPN	y	 	 	 	 	 
030115	11h18m30s +15° 02'	2'	HETE	 	 	y	y	 	 
021219	18h50m00s +31° 52'	20'	INTEGRAL	y	 	 	 	 	 
021211	08h08m55s +06° 44'	14'	HETE	 	 	y	 	 	1.01
021206	16h00m43s -09° 43'	10'*6'	IPN	y	 	 	y	 	 
021204	06h20m33s +32° 06'	29'	HETE	 	 	 	 	 	 
021201	08h07m46s +21° 14'	3'*3'	IPN	y	 	 	 	 	 
021125	19h47m00s +28° 06'	30'	INTEGRAL	y	 	 	 	 	 
021113	01h33m56s +40° 27'	27'	HETE	y	 	 	 	 	 
021112	02h36m52s +48° 51'	20'	HETE	 	 	 	 	 	 
021104X	03h53m48s +37° 57'	26'	HETE	 	 	 	 	 	 
021023	07h24m55s -16° 17'	18'*3'	IPN	y	 	 	 	 	 
021021X	00h17m23s -01° 37'	20'	HETE	y	 	 	 	 	 
021020	21h29m19s +51° 56'	10'*5'	IPN	y	 	 	 	 	 
021016	00h33m44s +46° 47'	30'*7'	HETE	y	 	 	 	 	 
021013	14h51m56s -56° 14'	32'*3'	IPN	y	 	 	 	 	 
021008	12h45m48s +44° 11'	12'*6'	IPN	y	 	 	 	 	 
021004	00h26m56s +18° 56'	2'	HETE	 	y	y	y	 	2.33
020923	14h06m07s +50° 31'	32'*13'	IPN	y	 	 	 	 	 
020910	13h56m01s -44° 44'	22'*2'	IPN	y	 	 	 	 	 
020904	01h41m58s -62° 07'	50'*10'	IPN	y	 	 	 	 	 
020903X	22h49m01s -20° 56'	16'	HETE	 	 	y	y	 	0.25
020819B	23h27m24s +06° 16'	2'	HETE	y	 	 	y	 	1.9621
020813	19h46m38s -19° 35'	1'	HETE	y	y	y	y	 	1.25
020812	20h38m48s -05° 23'	14'	HETE	 	 	 	 	 	 
020801	20h43m08s -46° 50'	30'	HETE	 	 	 	 	 	 
020715	13h50m13s +61° 51'	46'*3'	IPN	y	 	 	 	 	 
020714	12h09m05s +83° 07'	20'*10'	IPN	y	 	 	 	 	 
020708	09h16m20s +28° 27'	14'*8'	IPN	y	 	 	 	 	 
020706	14h21m35s -55° 46'	15'*10'	IPN	y	 	 	 	 	 
020625BX	20h44m14s +07° 10'	32'*18'	HETE	 	 	 	 	 	 
020604	16h27m32s -29° 48'	35'*5'	IPN	y	 	 	 	 	 
020603	19h31m16s +04° 55'	12'*2'	IPN	y	 	 	 	 	 
020531	15h15m04s -19° 25'	38'	HETE	y	 	 	 	 	 
020525	11h29m33s -20° 21'	5'*5'	IPN	y	 	 	 	 	 
020427X	22h09m34s -65° 20'	3'	SAX/WFC	 	y	 	 	 	 
020418B	08h00m18s -48° 39'	3'*7'	IPN	y	 	 	 	 	 
020413	00h59m38s -07° 07'	4'*5'	IPN	y	 	 	 	 	 
020410	22h07m04s -83° 49'	2'	SAX/WFC	 	y	y	 	 	 
020409	08h45m14s +66° 41'	3'	SAX/WFC	 	 	 	 	 	 
020405	13h58m10s -31° 23'	15'*5'	Uly/MO/SAX	y	 	y	y	 	0.69
020331	13h16m34s -17° 52'	10'	HETE	 	 	y	 	 	 
020322	17h59m45s +81° 05'	5'	SAX/WFC	 	y	y	 	 	 
020321	16h13m05s -83° 43'	5'	SAX/WFC	 	 	 	 	 	 
020317X	10h23m00s +12° 43'	30'	HETE	 	 	 	 	 	 
020305	12h43m03s -14° 33'	25'	HETE	y	 	y	 	 	0.2?
020127	08h15m06s +36° 44'	8'	HETE	y	y	 	y	 	1.9ph
020124	09h33m08s -11° 35'	19'	HETE	y	 	y	 	 	3.198
011212X	05h00m05s +32° 08'	11'	HETE	 	 	 	 	 	 
011211	11h15m16s -21° 56'	1'	SAX/WFC	 	y	y	 	 	2.14
011130X	02h57m49s +07° 22'	40'	HETE	 	 	 	 	 	 
011121	11h34m25s -76° 02'	2'	SAX/WFC	y	y	y	y	 	0.36
011030X	20h43m35s +77° 17'	2'	SAX/WFC	 	 	 	y	 	<3
011019X	00h42m50s -12° 27'	35*35'	HETE	 	 	 	 	 	 
010921	22h55m35s +40° 56'	20*15'	HE/Uly/SAX	y	 	y	y	 	0.45
010728	11h40m07s -07° 57'	6'	RXTE/ASM	 	 	 	 	 	 
010629B	16h32m38s -18° 43'	15'	HETE	y	 	 	 	 	 
010613	17h00m40s +14° 16'	60*20'	HETE/Uly/Ko	y	 	 	 	 	 
010612	18h03m18s -32° 08'	60*30'	HETE/Uly/Ko	y	 	 	 	 	 
010518	10h46m44s -57° 47'	5'	SAX/WFC	 	 	 	 	 	 
010412	19h39m39s +13° 37'	6'	SAX/WFC	y	 	 	 	 	 
010326B	11h24m24s -11° 10'	20'	HETE	 	 	 	 	 	 
010326	08h51m51s -38° 18'	20'	HETE/Uly/Ko	y	 	 	 	 	 
010324	07h11m06s +20° 05'	2'*13'	ASM	y	 	 	 	 	 
010222	14h52m12s +43° 01'	2.5'	SAX/WFC	 	y	y	y	 	1.477
010220	02h36m59s +61° 46'	4'	SAX/WFC	 	 	 	 	 	 
010214	17h41m00s +48° 33'	3'	SAX/WFC	 	y	 	 	 	 
010213X	10h31m36s +05° 31'	30'	HETE	 	 	 	 	 	 
010126	11h57m09s +49° 45'	3'*18'	ASM/Uly/Ko	y	 	 	 	 	 
010119S	18h53m50s +12° 01'	3'*4'	Uly/Ko/NE	y	 	 	 	 	 
010115	20h48m28s -06° 21'	9'*30'	Uly/Ko/NE	y	 	 	 	 	 
010109	21h33m03s -49° 31'	5'*90'	Uly/Ko/NE	y	 	 	 	 	 
010104	17h49m46s +18° 14'	5'*40'	Uly/Ko/NE	y	 	 	 	 	 
010103	08h03m47s -16° 07'	7'*55'	Uly/Ko/NE	y	 	 	 	 	 
001219	06h53m44s -57° 29'	4'*25'	Uly/Ko/NE	y	 	 	 	 	 
001212	06h49m35s +36° 22'	4'*8'	Uly/Ko/NE	y	 	 	 	 	 
001204S	02h41m09s +12° 54'	4'*5'	Uly/Ko/NE	y	 	 	 	 	 
001120	22h18m28s +01° 06'	3'*30'	Uly/Ko/NE	y	 	 	 	 	 
001109	18h30m07s +55° 18'	4'	SAX/WFC	 	y	 	 	7519	 
001105	13h01m54s +35° 29'	3'*8'	Uly/Ko/NE	y	 	 	 	 	 
001025BS	18h21m41s -05° 08'	8'*14'	Uly/Ko/NE	y	 	 	 	 	 
001025	08h36m36s -13° 04'	5'*5'	ASM/Uly	y	 	 	 	 	 
001020	18h06m32s -24° 46'	2'*35'	Uly/Ko/NE	y	 	 	 	 	 
001019	17h11m44s +35° 20'	2'*12'	Uly/Ko/NE	y	 	 	 	 	 
001018	13h14m10s +11° 49'	3'*5'	Uly/Ko/NE	y	 	 	 	 	 
001017	18h08m42s -02° 59'	4'*80'	Uly/Ko/NE	y	 	 	 	 	 
001011	18h23m28s -50° 54'	5'	SAX/WFC	 	 	y	 	 	 
001007	04h05m52s -21° 54'	3'*13'	Uly/Ko/NE	y	 	y	 	 	 
001005	01h24m05s +25° 00'	7'*22'	Uly/Ko/NE	y	 	 	 	 	 
001004	16h00m21s -56° 49'	20'*360'	Uly/Ko/NE	y	 	 	 	 	 
000926	17h04m15s +51° 46'	3'*10'	Uly/Ko/NE	y	y	y	y	 	2.066
000925	14h20m27s +19° 49'	5'*12'	Uly/Ko/NE	y	 	 	 	 	 
000911	02h18m42s +07° 48'	3'*10'	Uly/Ko/NE	y	 	y	y	 	1.058
000910	00h13m34s -77° 58'	15'*25'	Uly/Ko/NE	y	 	 	 	 	 
000830	23h34m12s +06° 21'	3'*13'	Uly/Ko/NE	y	 	 	 	 	 
000820	08h57m21s -08° 49'	3'*65'	Uly/Ko/NE	y	 	 	 	 	 
000812	18h08m44s +45° 51'	4'*30'	Uly/Ko/NE	y	 	 	 	 	 
000811	19h58m20s +23° 32'	4'*30'	Uly/Ko/NE	y	 	 	 	 	 
000801	11h11m46s -09° 25'	4'*8'	Uly/Ko/NE	y	 	 	 	 	 
000730B	08h25m46s +60° 04'	4'*16'	Uly/Ko/NE	y	 	 	 	 	 
000730	12h45m08s +19° 16'	8'*30'	Uly/Ko/NE	y	 	 	 	 	 
000727	11h45m11s +17° 24'	4'*6'	Uly/Ko/NE	y	 	 	 	 	 
000630	14h47m15s +41° 13'	3'*16'	Uly/Ko/NE	y	 	y	 	 	 
000623	11h15m41s +10° 42'	6'*20'	Uly/Ko/NE	y	 	 	 	 	 
000620	07h35m17s +69° 12'	5'	SAX/WFC	y	 	 	 	 	 
000616	11h20m11s +26° 16'	5'*13'	Uly/Ko/NE	y	 	 	 	 	 
000615B	02h22m27s -17° 52'	3'*10'	Uly/Ko/NE	y	 	 	 	 	 
000615	15h32m34s +73° 48'	5'	SAX/WFC	 	y	 	 	 	 
000608	00h25m01s -69° 02'	4'	SAX/WFC	 	 	 	 	 	 
000607S	02h33m59s +17° 09'	3'*10'	Uly/Ko/NE	y	 	 	 	 	 
000604	15h35m47s +10° 41'	4'*8'	Uly/Ko/NE	y	 	 	 	 	 
000529	00h09m08s -61° 32'	4'	SAX/WFC	y	y	 	 	 	 
000528	10h45m25s -34° 00'	4'	SAX/WFC	y	y	 	 	 	 
000519	23h04m39s +01° 10'	10'*10'	Uly/Ko/NE	y	 	 	 	 	 
000516	02h20m16s -14° 50'	2'*25'	Uly/Ko/NE	y	 	 	 	 	 
000508B	16h54m26s -20° 26'	5'*10'	ASM/Uly	y	 	 	 	 	 
000429	06h33m21s -04° 25'	9'*10'	Uly/KO/NE	y	 	 	 	 	 
000424	06h58m52s +49° 52'	2.5'	SAX/WFC	 	 	 	 	 	 
000419	22h00m16s +48° 17'	14'*16'	Uly/KO/NE	y	 	 	 	 	 
000418	12h25m21s +20° 05'	4'*8'	Uly/KO/NE	y	 	y	y	 	1.118
000416	17h15m27s -71° 36'	4'	SAX/WFC	 	 	 	 	 	 
000408	09h10m32s +66° 34'	24'*5'	Uly/KO/NE	y	 	 	 	 	 
000326	22h11m23s -26° 08'	12'*4'	Uly/KO/NE	y	 	 	 	 	 
000323	12h51m59s +48° 49'	50'*15'	Uly/BA/NE	y	 	 	 	 	 
000315	22h43m21s +17° 59'	4'*4'	Uly/KO/NE	y	 	 	 	 	 
000307	05h56m19s +07° 56'	6'*10'	Uly/KO/NE	y	 	 	 	 	 
000301C	16h20m22s +29° 25'	6'*8'	ASM/Uly	y	 	y	y	 	2.03
000301A	23h39m27s +75° 47'	5'*7'	Uly/KO/NE	y	 	 	 	 	 
000214	18h54m18s -66° 27'	8'	SAX/WFC	y	y	 	 	 	0.37-0.47
000210	01h59m15s -40° 40'	3'	SAX/WFC	y	y	 	y	 	0.8463
000131	06h13m33s -51° 56'	3.5'*16'	Uly/KO/NE	y	 	y	 	 	4.5
000126	07h44m59s +07° 44'	3'*20'	Uly/KO/NE	y	 	 	 	 	 
000115	08h03m12s -17° 06'	9'*12'	BAT/PCA	y	y	 	 	 	 
991217	23h03m15s +00° 15'	4.5'	SAX/WFC	 	 	 	 	 	 
991216	05h19m31s +11° 11'	3'*5'	BAT/PCA	y	y	y	y	 	1.02?
991208	16h33m55s +46° 26'	14*1'	Uly/KO/NE	y	 	y	y	 	0.706
991106	22h24m48s +54° 22'	4'	SAX/WFC	 	y?	 	 	 	 
991105	12h03m01s -66° 48'	5'	SAX/WFC	y	 	 	 	7301	 
991014	06h51m06s +11° 36'	6'	SAX/WFC	y	y	 	 	7281	 
990908	06h52m54s -74° 59'	8'	SAX/WFC	 	 	 	 	 	 
990907	07h30m48s -69° 24'	8'	SAX/WFC	y	y?	 	 	 	 
990806	03h10m35s -68° 07'	2'	SAX/WFC	 	y	n	 	7235	 
990712	22h31m50s -73° 24'	2'	SAX/WFC	 	 	y	n	7221	0.434
990705	05h09m32s -72° 09'	6'	SAX/WFC	y	y	y	n	7218	0.842
990704	12h19m10s -03° 48'	7'	SAX/WFC	y	y	 	n	7214, 7217	 
990627	01h48m25s -77° 05'	3'	SAX/WFC	 	y	 	n	7211, 7213	 
990625	00h26m34s -31° 12'	6'	SAX/WFC	 	 	 	 	 	 
990527	22h50m26s -20° 53'	35*3'	Uly/KO/NE	 	 	 	 	 	 
990520	08h35m05s +51° 18'	3'	SAX/WFC	n	y	n	n	7174	 
990510	13h38m06s -80° 30'	3'	SAX/WFC	y	y	y	y	7160	1.619
990506	11h54m41s -26° 45'	7'	BAT/PCA	y	y	 	y	-	1.3
990308	12h23m11s +06° 43'	48'*7'	ASM/Uly	y	 	y	 	 	 
990217	03h02m52s -53° 06'	3'	SAX/WFC	 	n	n	n	7110	 
990123	15h25m29s +44° 45'	2'	SAX/WFC	y	y	y	y	7095	1.60
981226	23h29m40s -23° 55'	6'	SAX/WFC	 	y	?	y	7074	 
981220	03h42m34s +17° 09'	2'*4.5'	ASM/Uly	y	-	-	n	-	 
980706	10h48m00s +57° 20'	4 deg	COMP/PCA	y	?	n	n	-	 
980703	23h59m07s +08° 35.6'	4'	RXTE/ASM	 	y	y	y	6966	0.966
980613	10h17m46s +71° 29.9'	4'	SAX/WFC	 	y	y	n	6938	1.096
980519	23h22m14s +77° 15.3'	3'	SAX/WFC	y	y	y	y	6910	 
980515	21h18m04s -67° 14.9'	5'	SAX/WFC	 	?	 	n	6909	 
980425	19h34m54s -52° 49.9'	8'	SAX/WFC	 	y	SN	y	6884	0.0085
980329	07h02m41s +38° 50.7'	3'	SAX/WFC	y	y	y	y	6853	3.5ph
980326	08h36m26s -18° 53.0'	8'	SAX/WFC	y	?	y	n	6851	1?
980109	00h25m56s -63° 01.4'	10'	SAX/WFC	 	n	n	n	6805	 
971227	12h57m35s +59° 15.4'	8'	SAX/WFC	 	y?	?	n	6796	 
971214	11h56m30s +65° 12.0'	4'	SAX/WFC	y	y	y	n	6787, 6789	3.42
971024	18h24m51s +49° 28.9'	9.0'*1'	RXTE/ASM	 	y	n	n	priv. comm.	 
970828	18h08m29s +59° 18.0'	2.5'*1'	RXTE/ASM	y	y	n	y	6726, 6728	0.9578
970815	16h08m43s +81° 30.6'	6'*3'	RXTE/ASM	 	y	y	n	6718	 
970616	01h18m57s -05° 28.0'	40'*2'	XTE/Uly	y	y	n	n	6683, 6687	 
970508	06h53m28s +79° 17.4'	3'	SAX/WFC	 	y	y	y	6649, 6654	0.835
970402	14h50m16s -69° 19.9'	3'	SAX/WFC	 	y	n	n	6610	 
970228	05h01m57s +11° 46.4'	3'	SAX/WFC	y	y	y	n	6572	0.695
970111	15h28m15s +19° 36.3'	3'	SAX/WFC	y	y	n	n	6533, 6569	 
960720	17h30m37s +49° 05.8'	3'	SAX/WFC	 	n	n	n	6467, 6569	 

